forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms,observed,observed_wind_ms,persistence,power_curve,lead_hour,eligible,split
2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,turbine_1,0.38146,2.8299999,0.846666666666667,10.046666666666667,0.99,0.0,1,True,all
2026-01-30T00:00:00+00:00,2026-01-30T01:00:00+00:00,turbine_1,0.3568156,3.1099999,0.675,8.726666666666667,0.99,0.001810833685109,2,True,all
2026-01-30T00:00:00+00:00,2026-01-30T02:00:00+00:00,turbine_1,0.358068,2.47,0.696666666666667,8.841666666666667,0.99,0.0,3,True,all
2026-01-30T00:00:00+00:00,2026-01-30T03:00:00+00:00,turbine_1,0.3457766,2.3499999,0.466666666666667,7.726666666666667,0.99,0.0,4,True,all
2026-01-30T00:00:00+00:00,2026-01-30T04:00:00+00:00,turbine_1,0.3199179,2.8099999,0.401666666666667,7.323333333333333,0.99,0.0,5,True,all
2026-01-30T00:00:00+00:00,2026-01-30T05:00:00+00:00,turbine_1,0.3073661,3.03,0.701666666666667,8.89,0.99,0.000480968253968,6,True,all
2026-01-30T00:00:00+00:00,2026-01-30T06:00:00+00:00,turbine_1,0.3134427,2.5699999,0.713333333333333,9.02,0.99,0.0,7,True,all
2026-01-30T00:00:00+00:00,2026-01-30T07:00:00+00:00,turbine_1,0.2930012,3.1300001,0.551666666666667,7.881666666666667,0.99,0.002154203373939,8,True,all
2026-01-30T00:00:00+00:00,2026-01-30T08:00:00+00:00,turbine_1,0.298111,2.8900001,0.571666666666667,8.131666666666666,0.99,0.0,9,True,all
2026-01-30T00:00:00+00:00,2026-01-30T09:00:00+00:00,turbine_1,0.3118821,2.5699999,0.798333333333333,9.643333333333333,0.99,0.0,10,True,all
2026-01-30T00:00:00+00:00,2026-01-30T10:00:00+00:00,turbine_1,0.3244919,2.4200001,0.941666666666667,10.716666666666667,0.99,0.0,11,True,all
2026-01-30T00:00:00+00:00,2026-01-30T11:00:00+00:00,turbine_1,0.3356174,2.3,0.96,11.553333333333333,0.99,0.0,12,True,all
2026-01-30T00:00:00+00:00,2026-01-30T12:00:00+00:00,turbine_1,0.317287,2.9000001,0.975,11.766666666666666,0.99,0.0,13,True,all
2026-01-30T00:00:00+00:00,2026-01-30T13:00:00+00:00,turbine_1,0.3154924,2.7,0.983333333333333,12.433333333333332,0.99,0.0,14,True,all
2026-01-30T00:00:00+00:00,2026-01-30T14:00:00+00:00,turbine_1,0.3160557,2.5,0.945,11.431666666666667,0.99,0.0,15,True,all
2026-01-30T00:00:00+00:00,2026-01-30T15:00:00+00:00,turbine_1,0.32839,2.4000001,0.963333333333333,11.25,0.99,0.0,16,True,all
2026-01-30T00:00:00+00:00,2026-01-30T16:00:00+00:00,turbine_1,0.3513037,2.5999999,0.93,11.008333333333333,0.99,0.0,17,True,all
2026-01-30T00:00:00+00:00,2026-01-30T17:00:00+00:00,turbine_1,0.4214768,1.65,0.961666666666666,11.281666666666666,0.99,0.0,18,True,all
2026-01-30T00:00:00+00:00,2026-01-30T18:00:00+00:00,turbine_1,0.4536065,2.0599999,0.746666666666667,9.478333333333333,0.99,0.0,19,True,all
2026-01-30T00:00:00+00:00,2026-01-30T19:00:00+00:00,turbine_1,0.4810709,1.84,0.75,9.25,0.99,0.0,20,True,all
2026-01-30T00:00:00+00:00,2026-01-30T20:00:00+00:00,turbine_1,0.4776873,1.8099999,0.54,8.048333333333334,0.99,0.0,21,True,all
2026-01-30T00:00:00+00:00,2026-01-30T21:00:00+00:00,turbine_1,0.4626438,1.53,0.461666666666667,7.393333333333334,0.99,0.0,22,True,all
2026-01-30T00:00:00+00:00,2026-01-30T22:00:00+00:00,turbine_1,0.4422853,1.52,0.29,6.62,0.99,0.0,23,True,all
2026-01-30T00:00:00+00:00,2026-01-30T23:00:00+00:00,turbine_1,0.4325192,1.4400001,0.155,5.596666666666667,0.99,0.0,24,True,all
