forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms
2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,turbine_1,0.3814600,2.8299999
2026-01-30T00:00:00+00:00,2026-01-30T00:00:00+00:00,turbine_2,0.4257671,2.8299999
2026-01-30T00:00:00+00:00,2026-01-30T01:00:00+00:00,turbine_1,0.3568156,3.1099999
2026-01-30T00:00:00+00:00,2026-01-30T01:00:00+00:00,turbine_2,0.4038440,3.1099999
2026-01-30T00:00:00+00:00,2026-01-30T02:00:00+00:00,turbine_1,0.3580680,2.4700000
2026-01-30T00:00:00+00:00,2026-01-30T02:00:00+00:00,turbine_2,0.4224070,2.4700000
2026-01-30T00:00:00+00:00,2026-01-30T03:00:00+00:00,turbine_1,0.3457766,2.3499999
2026-01-30T00:00:00+00:00,2026-01-30T03:00:00+00:00,turbine_2,0.4258486,2.3499999
2026-01-30T00:00:00+00:00,2026-01-30T04:00:00+00:00,turbine_1,0.3199179,2.8099999
2026-01-30T00:00:00+00:00,2026-01-30T04:00:00+00:00,turbine_2,0.3960145,2.8099999
2026-01-30T00:00:00+00:00,2026-01-30T05:00:00+00:00,turbine_1,0.3073661,3.0300000
2026-01-30T00:00:00+00:00,2026-01-30T05:00:00+00:00,turbine_2,0.3670760,3.0300000
2026-01-30T00:00:00+00:00,2026-01-30T06:00:00+00:00,turbine_1,0.3134427,2.5699999
2026-01-30T00:00:00+00:00,2026-01-30T06:00:00+00:00,turbine_2,0.3577524,2.5699999
2026-01-30T00:00:00+00:00,2026-01-30T07:00:00+00:00,turbine_1,0.2930012,3.1300001
2026-01-30T00:00:00+00:00,2026-01-30T07:00:00+00:00,turbine_2,0.3439015,3.1300001
2026-01-30T00:00:00+00:00,2026-01-30T08:00:00+00:00,turbine_1,0.2981110,2.8900001
2026-01-30T00:00:00+00:00,2026-01-30T08:00:00+00:00,turbine_2,0.3618077,2.8900001
2026-01-30T00:00:00+00:00,2026-01-30T09:00:00+00:00,turbine_1,0.3118821,2.5699999
2026-01-30T00:00:00+00:00,2026-01-30T09:00:00+00:00,turbine_2,0.3906335,2.5699999
2026-01-30T00:00:00+00:00,2026-01-30T10:00:00+00:00,turbine_1,0.3244919,2.4200001
2026-01-30T00:00:00+00:00,2026-01-30T10:00:00+00:00,turbine_2,0.4137574,2.4200001
2026-01-30T00:00:00+00:00,2026-01-30T11:00:00+00:00,turbine_1,0.3356174,2.3000000
2026-01-30T00:00:00+00:00,2026-01-30T11:00:00+00:00,turbine_2,0.4384843,2.3000000
2026-01-30T00:00:00+00:00,2026-01-30T12:00:00+00:00,turbine_1,0.3172870,2.9000001
2026-01-30T00:00:00+00:00,2026-01-30T12:00:00+00:00,turbine_2,0.4364522,2.9000001
2026-01-30T00:00:00+00:00,2026-01-30T13:00:00+00:00,turbine_1,0.3154924,2.7000000
2026-01-30T00:00:00+00:00,2026-01-30T13:00:00+00:00,turbine_2,0.4562981,2.7000000
2026-01-30T00:00:00+00:00,2026-01-30T14:00:00+00:00,turbine_1,0.3160557,2.5000000
2026-01-30T00:00:00+00:00,2026-01-30T14:00:00+00:00,turbine_2,0.4808739,2.5000000
2026-01-30T00:00:00+00:00,2026-01-30T15:00:00+00:00,turbine_1,0.3283900,2.4000001
2026-01-30T00:00:00+00:00,2026-01-30T15:00:00+00:00,turbine_2,0.5084896,2.4000001
2026-01-30T00:00:00+00:00,2026-01-30T16:00:00+00:00,turbine_1,0.3513037,2.5999999
2026-01-30T00:00:00+00:00,2026-01-30T16:00:00+00:00,turbine_2,0.5230933,2.5999999
2026-01-30T00:00:00+00:00,2026-01-30T17:00:00+00:00,turbine_1,0.4214768,1.6500000
2026-01-30T00:00:00+00:00,2026-01-30T17:00:00+00:00,turbine_2,0.5609752,1.6500000
2026-01-30T00:00:00+00:00,2026-01-30T18:00:00+00:00,turbine_1,0.4536065,2.0599999
2026-01-30T00:00:00+00:00,2026-01-30T18:00:00+00:00,turbine_2,0.5696418,2.0599999
2026-01-30T00:00:00+00:00,2026-01-30T19:00:00+00:00,turbine_1,0.4810709,1.8400000
2026-01-30T00:00:00+00:00,2026-01-30T19:00:00+00:00,turbine_2,0.5966552,1.8400000
2026-01-30T00:00:00+00:00,2026-01-30T20:00:00+00:00,turbine_1,0.4776873,1.8099999
2026-01-30T00:00:00+00:00,2026-01-30T20:00:00+00:00,turbine_2,0.6207842,1.8099999
2026-01-30T00:00:00+00:00,2026-01-30T21:00:00+00:00,turbine_1,0.4626438,1.5300000
2026-01-30T00:00:00+00:00,2026-01-30T21:00:00+00:00,turbine_2,0.6365560,1.5300000
2026-01-30T00:00:00+00:00,2026-01-30T22:00:00+00:00,turbine_1,0.4422853,1.5200000
2026-01-30T00:00:00+00:00,2026-01-30T22:00:00+00:00,turbine_2,0.6295481,1.5200000
2026-01-30T00:00:00+00:00,2026-01-30T23:00:00+00:00,turbine_1,0.4325192,1.4400001
2026-01-30T00:00:00+00:00,2026-01-30T23:00:00+00:00,turbine_2,0.6020022,1.4400001
