forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms
2026-01-21T00:00:00+00:00,2026-01-21T00:00:00+00:00,turbine_1,0.2763045,2.6199999
2026-01-21T00:00:00+00:00,2026-01-21T00:00:00+00:00,turbine_2,0.1379073,2.6199999
2026-01-21T00:00:00+00:00,2026-01-21T01:00:00+00:00,turbine_1,0.2724188,2.4700000
2026-01-21T00:00:00+00:00,2026-01-21T01:00:00+00:00,turbine_2,0.1394027,2.4700000
2026-01-21T00:00:00+00:00,2026-01-21T02:00:00+00:00,turbine_1,0.2611301,2.4800000
2026-01-21T00:00:00+00:00,2026-01-21T02:00:00+00:00,turbine_2,0.1412275,2.4800000
2026-01-21T00:00:00+00:00,2026-01-21T03:00:00+00:00,turbine_1,0.2495039,2.4800000
2026-01-21T00:00:00+00:00,2026-01-21T03:00:00+00:00,turbine_2,0.1395470,2.4800000
2026-01-21T00:00:00+00:00,2026-01-21T04:00:00+00:00,turbine_1,0.2421080,2.0500000
2026-01-21T00:00:00+00:00,2026-01-21T04:00:00+00:00,turbine_2,0.1368757,2.0500000
2026-01-21T00:00:00+00:00,2026-01-21T05:00:00+00:00,turbine_1,0.2381890,2.1400001
2026-01-21T00:00:00+00:00,2026-01-21T05:00:00+00:00,turbine_2,0.1267667,2.1400001
2026-01-21T00:00:00+00:00,2026-01-21T06:00:00+00:00,turbine_1,0.2334528,2.2700000
2026-01-21T00:00:00+00:00,2026-01-21T06:00:00+00:00,turbine_2,0.1190070,2.2700000
2026-01-21T00:00:00+00:00,2026-01-21T07:00:00+00:00,turbine_1,0.2258544,2.2200000
2026-01-21T00:00:00+00:00,2026-01-21T07:00:00+00:00,turbine_2,0.1179423,2.2200000
2026-01-21T00:00:00+00:00,2026-01-21T08:00:00+00:00,turbine_1,0.2159737,2.2000000
2026-01-21T00:00:00+00:00,2026-01-21T08:00:00+00:00,turbine_2,0.1203809,2.2000000
2026-01-21T00:00:00+00:00,2026-01-21T09:00:00+00:00,turbine_1,0.2084069,1.8400000
2026-01-21T00:00:00+00:00,2026-01-21T09:00:00+00:00,turbine_2,0.1242722,1.8400000
2026-01-21T00:00:00+00:00,2026-01-21T10:00:00+00:00,turbine_1,0.2042750,1.3600000
2026-01-21T00:00:00+00:00,2026-01-21T10:00:00+00:00,turbine_2,0.1277990,1.3600000
2026-01-21T00:00:00+00:00,2026-01-21T11:00:00+00:00,turbine_1,0.2015026,1.1000000
2026-01-21T00:00:00+00:00,2026-01-21T11:00:00+00:00,turbine_2,0.1318770,1.1000000
2026-01-21T00:00:00+00:00,2026-01-21T12:00:00+00:00,turbine_1,0.1983515,0.8000000
2026-01-21T00:00:00+00:00,2026-01-21T12:00:00+00:00,turbine_2,0.1364155,0.8000000
2026-01-21T00:00:00+00:00,2026-01-21T13:00:00+00:00,turbine_1,0.1925526,0.6100000
2026-01-21T00:00:00+00:00,2026-01-21T13:00:00+00:00,turbine_2,0.1399898,0.6100000
2026-01-21T00:00:00+00:00,2026-01-21T14:00:00+00:00,turbine_1,0.1863043,0.9200000
2026-01-21T00:00:00+00:00,2026-01-21T14:00:00+00:00,turbine_2,0.1446535,0.9200000
2026-01-21T00:00:00+00:00,2026-01-21T15:00:00+00:00,turbine_1,0.1864461,1.1200000
2026-01-21T00:00:00+00:00,2026-01-21T15:00:00+00:00,turbine_2,0.1483025,1.1200000
2026-01-21T00:00:00+00:00,2026-01-21T16:00:00+00:00,turbine_1,0.1971630,1.1400000
2026-01-21T00:00:00+00:00,2026-01-21T16:00:00+00:00,turbine_2,0.1515033,1.1400000
2026-01-21T00:00:00+00:00,2026-01-21T17:00:00+00:00,turbine_1,0.2179821,1.5000000
2026-01-21T00:00:00+00:00,2026-01-21T17:00:00+00:00,turbine_2,0.1569468,1.5000000
2026-01-21T00:00:00+00:00,2026-01-21T18:00:00+00:00,turbine_1,0.2429182,1.0200000
2026-01-21T00:00:00+00:00,2026-01-21T18:00:00+00:00,turbine_2,0.1649373,1.0200000
2026-01-21T00:00:00+00:00,2026-01-21T19:00:00+00:00,turbine_1,0.2594898,1.4299999
2026-01-21T00:00:00+00:00,2026-01-21T19:00:00+00:00,turbine_2,0.1809628,1.4299999
2026-01-21T00:00:00+00:00,2026-01-21T20:00:00+00:00,turbine_1,0.2612032,1.7700000
2026-01-21T00:00:00+00:00,2026-01-21T20:00:00+00:00,turbine_2,0.2001404,1.7700000
2026-01-21T00:00:00+00:00,2026-01-21T21:00:00+00:00,turbine_1,0.2530359,1.7500000
2026-01-21T00:00:00+00:00,2026-01-21T21:00:00+00:00,turbine_2,0.2132998,1.7500000
2026-01-21T00:00:00+00:00,2026-01-21T22:00:00+00:00,turbine_1,0.2458494,1.4299999
2026-01-21T00:00:00+00:00,2026-01-21T22:00:00+00:00,turbine_2,0.2126580,1.4299999
2026-01-21T00:00:00+00:00,2026-01-21T23:00:00+00:00,turbine_1,0.2457188,2.2800000
2026-01-21T00:00:00+00:00,2026-01-21T23:00:00+00:00,turbine_2,0.2019540,2.2800000
