forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms
2026-01-24T00:00:00+00:00,2026-01-24T00:00:00+00:00,turbine_1,0.4626565,1.8000000
2026-01-24T00:00:00+00:00,2026-01-24T00:00:00+00:00,turbine_2,0.4947083,1.8000000
2026-01-24T00:00:00+00:00,2026-01-24T01:00:00+00:00,turbine_1,0.4589970,1.7500000
2026-01-24T00:00:00+00:00,2026-01-24T01:00:00+00:00,turbine_2,0.4963272,1.7500000
2026-01-24T00:00:00+00:00,2026-01-24T02:00:00+00:00,turbine_1,0.4463378,1.7000000
2026-01-24T00:00:00+00:00,2026-01-24T02:00:00+00:00,turbine_2,0.4994497,1.7000000
2026-01-24T00:00:00+00:00,2026-01-24T03:00:00+00:00,turbine_1,0.4326643,1.5800000
2026-01-24T00:00:00+00:00,2026-01-24T03:00:00+00:00,turbine_2,0.4936874,1.5800000
2026-01-24T00:00:00+00:00,2026-01-24T04:00:00+00:00,turbine_1,0.4192197,1.7900000
2026-01-24T00:00:00+00:00,2026-01-24T04:00:00+00:00,turbine_2,0.4656913,1.7900000
2026-01-24T00:00:00+00:00,2026-01-24T05:00:00+00:00,turbine_1,0.4096653,1.9299999
2026-01-24T00:00:00+00:00,2026-01-24T05:00:00+00:00,turbine_2,0.4397948,1.9299999
2026-01-24T00:00:00+00:00,2026-01-24T06:00:00+00:00,turbine_1,0.4015068,2.1199999
2026-01-24T00:00:00+00:00,2026-01-24T06:00:00+00:00,turbine_2,0.4256577,2.1199999
2026-01-24T00:00:00+00:00,2026-01-24T07:00:00+00:00,turbine_1,0.3896713,2.4000001
2026-01-24T00:00:00+00:00,2026-01-24T07:00:00+00:00,turbine_2,0.4205433,2.4000001
2026-01-24T00:00:00+00:00,2026-01-24T08:00:00+00:00,turbine_1,0.3825720,2.3000000
2026-01-24T00:00:00+00:00,2026-01-24T08:00:00+00:00,turbine_2,0.4295407,2.3000000
2026-01-24T00:00:00+00:00,2026-01-24T09:00:00+00:00,turbine_1,0.3813088,1.9000000
2026-01-24T00:00:00+00:00,2026-01-24T09:00:00+00:00,turbine_2,0.4406406,1.9000000
2026-01-24T00:00:00+00:00,2026-01-24T10:00:00+00:00,turbine_1,0.3815411,1.5800000
2026-01-24T00:00:00+00:00,2026-01-24T10:00:00+00:00,turbine_2,0.4434778,1.5800000
2026-01-24T00:00:00+00:00,2026-01-24T11:00:00+00:00,turbine_1,0.3726935,1.9700000
2026-01-24T00:00:00+00:00,2026-01-24T11:00:00+00:00,turbine_2,0.4379129,1.9700000
2026-01-24T00:00:00+00:00,2026-01-24T12:00:00+00:00,turbine_1,0.3632352,2.0100000
2026-01-24T00:00:00+00:00,2026-01-24T12:00:00+00:00,turbine_2,0.4265598,2.0100000
2026-01-24T00:00:00+00:00,2026-01-24T13:00:00+00:00,turbine_1,0.3484784,2.0100000
2026-01-24T00:00:00+00:00,2026-01-24T13:00:00+00:00,turbine_2,0.4163231,2.0100000
2026-01-24T00:00:00+00:00,2026-01-24T14:00:00+00:00,turbine_1,0.3371828,2.0200000
2026-01-24T00:00:00+00:00,2026-01-24T14:00:00+00:00,turbine_2,0.4250757,2.0200000
2026-01-24T00:00:00+00:00,2026-01-24T15:00:00+00:00,turbine_1,0.3384567,2.0599999
2026-01-24T00:00:00+00:00,2026-01-24T15:00:00+00:00,turbine_2,0.4389493,2.0599999
2026-01-24T00:00:00+00:00,2026-01-24T16:00:00+00:00,turbine_1,0.3572984,2.2000000
2026-01-24T00:00:00+00:00,2026-01-24T16:00:00+00:00,turbine_2,0.4520980,2.2000000
2026-01-24T00:00:00+00:00,2026-01-24T17:00:00+00:00,turbine_1,0.3919486,2.2700000
2026-01-24T00:00:00+00:00,2026-01-24T17:00:00+00:00,turbine_2,0.4659537,2.2700000
2026-01-24T00:00:00+00:00,2026-01-24T18:00:00+00:00,turbine_1,0.4286339,2.4100001
2026-01-24T00:00:00+00:00,2026-01-24T18:00:00+00:00,turbine_2,0.4933291,2.4100001
2026-01-24T00:00:00+00:00,2026-01-24T19:00:00+00:00,turbine_1,0.4549038,2.0500000
2026-01-24T00:00:00+00:00,2026-01-24T19:00:00+00:00,turbine_2,0.5208312,2.0500000
2026-01-24T00:00:00+00:00,2026-01-24T20:00:00+00:00,turbine_1,0.4561744,1.7800000
2026-01-24T00:00:00+00:00,2026-01-24T20:00:00+00:00,turbine_2,0.5437425,1.7800000
2026-01-24T00:00:00+00:00,2026-01-24T21:00:00+00:00,turbine_1,0.4418889,1.5599999
2026-01-24T00:00:00+00:00,2026-01-24T21:00:00+00:00,turbine_2,0.5616689,1.5599999
2026-01-24T00:00:00+00:00,2026-01-24T22:00:00+00:00,turbine_1,0.4258161,1.7200000
2026-01-24T00:00:00+00:00,2026-01-24T22:00:00+00:00,turbine_2,0.5633639,1.7200000
2026-01-24T00:00:00+00:00,2026-01-24T23:00:00+00:00,turbine_1,0.4203072,1.9700000
2026-01-24T00:00:00+00:00,2026-01-24T23:00:00+00:00,turbine_2,0.5457767,1.9700000
