forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms
2026-01-26T00:00:00+00:00,2026-01-26T00:00:00+00:00,turbine_1,0.4766391,3.1900001
2026-01-26T00:00:00+00:00,2026-01-26T00:00:00+00:00,turbine_2,0.4628903,3.1900001
2026-01-26T00:00:00+00:00,2026-01-26T01:00:00+00:00,turbine_1,0.4704832,3.1400001
2026-01-26T00:00:00+00:00,2026-01-26T01:00:00+00:00,turbine_2,0.4687076,3.1400001
2026-01-26T00:00:00+00:00,2026-01-26T02:00:00+00:00,turbine_1,0.4583649,3.0799999
2026-01-26T00:00:00+00:00,2026-01-26T02:00:00+00:00,turbine_2,0.4828704,3.0799999
2026-01-26T00:00:00+00:00,2026-01-26T03:00:00+00:00,turbine_1,0.4459599,2.9400001
2026-01-26T00:00:00+00:00,2026-01-26T03:00:00+00:00,turbine_2,0.4845709,2.9400001
2026-01-26T00:00:00+00:00,2026-01-26T04:00:00+00:00,turbine_1,0.4388395,2.7500000
2026-01-26T00:00:00+00:00,2026-01-26T04:00:00+00:00,turbine_2,0.4757142,2.7500000
2026-01-26T00:00:00+00:00,2026-01-26T05:00:00+00:00,turbine_1,0.4365883,2.4700000
2026-01-26T00:00:00+00:00,2026-01-26T05:00:00+00:00,turbine_2,0.4508156,2.4700000
2026-01-26T00:00:00+00:00,2026-01-26T06:00:00+00:00,turbine_1,0.4369268,2.2800000
2026-01-26T00:00:00+00:00,2026-01-26T06:00:00+00:00,turbine_2,0.4330718,2.2800000
2026-01-26T00:00:00+00:00,2026-01-26T07:00:00+00:00,turbine_1,0.4397559,2.1099999
2026-01-26T00:00:00+00:00,2026-01-26T07:00:00+00:00,turbine_2,0.4375801,2.1099999
2026-01-26T00:00:00+00:00,2026-01-26T08:00:00+00:00,turbine_1,0.4427386,1.9299999
2026-01-26T00:00:00+00:00,2026-01-26T08:00:00+00:00,turbine_2,0.4550416,1.9299999
2026-01-26T00:00:00+00:00,2026-01-26T09:00:00+00:00,turbine_1,0.4387539,2.2100000
2026-01-26T00:00:00+00:00,2026-01-26T09:00:00+00:00,turbine_2,0.4691802,2.2100000
2026-01-26T00:00:00+00:00,2026-01-26T10:00:00+00:00,turbine_1,0.4344447,2.5100000
2026-01-26T00:00:00+00:00,2026-01-26T10:00:00+00:00,turbine_2,0.4759579,2.5100000
2026-01-26T00:00:00+00:00,2026-01-26T11:00:00+00:00,turbine_1,0.4297639,2.6900001
2026-01-26T00:00:00+00:00,2026-01-26T11:00:00+00:00,turbine_2,0.4841491,2.6900001
2026-01-26T00:00:00+00:00,2026-01-26T12:00:00+00:00,turbine_1,0.4304827,2.3399999
2026-01-26T00:00:00+00:00,2026-01-26T12:00:00+00:00,turbine_2,0.5093778,2.3399999
2026-01-26T00:00:00+00:00,2026-01-26T13:00:00+00:00,turbine_1,0.4195099,2.3399999
2026-01-26T00:00:00+00:00,2026-01-26T13:00:00+00:00,turbine_2,0.5227492,2.3399999
2026-01-26T00:00:00+00:00,2026-01-26T14:00:00+00:00,turbine_1,0.3979374,2.8599999
2026-01-26T00:00:00+00:00,2026-01-26T14:00:00+00:00,turbine_2,0.5101146,2.8599999
2026-01-26T00:00:00+00:00,2026-01-26T15:00:00+00:00,turbine_1,0.4002993,2.8399999
2026-01-26T00:00:00+00:00,2026-01-26T15:00:00+00:00,turbine_2,0.5178270,2.8399999
2026-01-26T00:00:00+00:00,2026-01-26T16:00:00+00:00,turbine_1,0.4271092,2.5599999
2026-01-26T00:00:00+00:00,2026-01-26T16:00:00+00:00,turbine_2,0.5394544,2.5599999
2026-01-26T00:00:00+00:00,2026-01-26T17:00:00+00:00,turbine_1,0.4569764,2.7200000
2026-01-26T00:00:00+00:00,2026-01-26T17:00:00+00:00,turbine_2,0.5441951,2.7200000
2026-01-26T00:00:00+00:00,2026-01-26T18:00:00+00:00,turbine_1,0.4874220,3.0200000
2026-01-26T00:00:00+00:00,2026-01-26T18:00:00+00:00,turbine_2,0.5678001,3.0200000
2026-01-26T00:00:00+00:00,2026-01-26T19:00:00+00:00,turbine_1,0.5067454,2.8299999
2026-01-26T00:00:00+00:00,2026-01-26T19:00:00+00:00,turbine_2,0.5875186,2.8299999
2026-01-26T00:00:00+00:00,2026-01-26T20:00:00+00:00,turbine_1,0.5020615,2.8399999
2026-01-26T00:00:00+00:00,2026-01-26T20:00:00+00:00,turbine_2,0.6129216,2.8399999
2026-01-26T00:00:00+00:00,2026-01-26T21:00:00+00:00,turbine_1,0.4794823,2.9700000
2026-01-26T00:00:00+00:00,2026-01-26T21:00:00+00:00,turbine_2,0.6161011,2.9700000
2026-01-26T00:00:00+00:00,2026-01-26T22:00:00+00:00,turbine_1,0.4562081,3.1900001
2026-01-26T00:00:00+00:00,2026-01-26T22:00:00+00:00,turbine_2,0.6042334,3.1900001
2026-01-26T00:00:00+00:00,2026-01-26T23:00:00+00:00,turbine_1,0.4437659,3.3199999
2026-01-26T00:00:00+00:00,2026-01-26T23:00:00+00:00,turbine_2,0.5714998,3.3199999
