forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms
2026-01-17T00:00:00+00:00,2026-01-17T00:00:00+00:00,turbine_1,0.2081402,3.0999999
2026-01-17T00:00:00+00:00,2026-01-17T00:00:00+00:00,turbine_2,0.1797891,3.0999999
2026-01-17T00:00:00+00:00,2026-01-17T01:00:00+00:00,turbine_1,0.2020727,3.0100000
2026-01-17T00:00:00+00:00,2026-01-17T01:00:00+00:00,turbine_2,0.1783909,3.0100000
2026-01-17T00:00:00+00:00,2026-01-17T02:00:00+00:00,turbine_1,0.1936273,2.8399999
2026-01-17T00:00:00+00:00,2026-01-17T02:00:00+00:00,turbine_2,0.1795208,2.8399999
2026-01-17T00:00:00+00:00,2026-01-17T03:00:00+00:00,turbine_1,0.1866637,2.3299999
2026-01-17T00:00:00+00:00,2026-01-17T03:00:00+00:00,turbine_2,0.1775031,2.3299999
2026-01-17T00:00:00+00:00,2026-01-17T04:00:00+00:00,turbine_1,0.1844563,2.3000000
2026-01-17T00:00:00+00:00,2026-01-17T04:00:00+00:00,turbine_2,0.1716077,2.3000000
2026-01-17T00:00:00+00:00,2026-01-17T05:00:00+00:00,turbine_1,0.1848888,2.4700000
2026-01-17T00:00:00+00:00,2026-01-17T05:00:00+00:00,turbine_2,0.1631455,2.4700000
2026-01-17T00:00:00+00:00,2026-01-17T06:00:00+00:00,turbine_1,0.1826392,2.2100000
2026-01-17T00:00:00+00:00,2026-01-17T06:00:00+00:00,turbine_2,0.1562137,2.2100000
2026-01-17T00:00:00+00:00,2026-01-17T07:00:00+00:00,turbine_1,0.1779408,2.1400001
2026-01-17T00:00:00+00:00,2026-01-17T07:00:00+00:00,turbine_2,0.1558292,2.1400001
2026-01-17T00:00:00+00:00,2026-01-17T08:00:00+00:00,turbine_1,0.1724310,2.0100000
2026-01-17T00:00:00+00:00,2026-01-17T08:00:00+00:00,turbine_2,0.1607198,2.0100000
2026-01-17T00:00:00+00:00,2026-01-17T09:00:00+00:00,turbine_1,0.1694643,2.0000000
2026-01-17T00:00:00+00:00,2026-01-17T09:00:00+00:00,turbine_2,0.1676952,2.0000000
2026-01-17T00:00:00+00:00,2026-01-17T10:00:00+00:00,turbine_1,0.1699531,1.9100000
2026-01-17T00:00:00+00:00,2026-01-17T10:00:00+00:00,turbine_2,0.1726732,1.9100000
2026-01-17T00:00:00+00:00,2026-01-17T11:00:00+00:00,turbine_1,0.1717491,1.8400000
2026-01-17T00:00:00+00:00,2026-01-17T11:00:00+00:00,turbine_2,0.1759797,1.8400000
2026-01-17T00:00:00+00:00,2026-01-17T12:00:00+00:00,turbine_1,0.1717798,1.9400001
2026-01-17T00:00:00+00:00,2026-01-17T12:00:00+00:00,turbine_2,0.1793817,1.9400001
2026-01-17T00:00:00+00:00,2026-01-17T13:00:00+00:00,turbine_1,0.1685059,2.0100000
2026-01-17T00:00:00+00:00,2026-01-17T13:00:00+00:00,turbine_2,0.1838977,2.0100000
2026-01-17T00:00:00+00:00,2026-01-17T14:00:00+00:00,turbine_1,0.1644215,1.8000000
2026-01-17T00:00:00+00:00,2026-01-17T14:00:00+00:00,turbine_2,0.1888264,1.8000000
2026-01-17T00:00:00+00:00,2026-01-17T15:00:00+00:00,turbine_1,0.1652285,1.8400000
2026-01-17T00:00:00+00:00,2026-01-17T15:00:00+00:00,turbine_2,0.1939166,1.8400000
2026-01-17T00:00:00+00:00,2026-01-17T16:00:00+00:00,turbine_1,0.1740509,1.9200000
2026-01-17T00:00:00+00:00,2026-01-17T16:00:00+00:00,turbine_2,0.1974559,1.9200000
2026-01-17T00:00:00+00:00,2026-01-17T17:00:00+00:00,turbine_1,0.1905062,2.2500000
2026-01-17T00:00:00+00:00,2026-01-17T17:00:00+00:00,turbine_2,0.2014501,2.2500000
2026-01-17T00:00:00+00:00,2026-01-17T18:00:00+00:00,turbine_1,0.2065977,1.9000000
2026-01-17T00:00:00+00:00,2026-01-17T18:00:00+00:00,turbine_2,0.2074253,1.9000000
2026-01-17T00:00:00+00:00,2026-01-17T19:00:00+00:00,turbine_1,0.2150444,1.6200000
2026-01-17T00:00:00+00:00,2026-01-17T19:00:00+00:00,turbine_2,0.2195575,1.6200000
2026-01-17T00:00:00+00:00,2026-01-17T20:00:00+00:00,turbine_1,0.2128759,1.7000000
2026-01-17T00:00:00+00:00,2026-01-17T20:00:00+00:00,turbine_2,0.2358528,1.7000000
2026-01-17T00:00:00+00:00,2026-01-17T21:00:00+00:00,turbine_1,0.2047709,1.7500000
2026-01-17T00:00:00+00:00,2026-01-17T21:00:00+00:00,turbine_2,0.2462192,1.7500000
2026-01-17T00:00:00+00:00,2026-01-17T22:00:00+00:00,turbine_1,0.1968452,1.5800000
2026-01-17T00:00:00+00:00,2026-01-17T22:00:00+00:00,turbine_2,0.2435117,1.5800000
2026-01-17T00:00:00+00:00,2026-01-17T23:00:00+00:00,turbine_1,0.1955282,1.8400000
2026-01-17T00:00:00+00:00,2026-01-17T23:00:00+00:00,turbine_2,0.2309134,1.8400000
