forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms,observed,observed_wind_ms,persistence,power_curve,lead_hour,eligible,split
2026-01-16T00:00:00+00:00,2026-01-16T00:00:00+00:00,turbine_1,0.1631023,5.5200000,0.0950000,4.6266667,0.0100000,0.0830080,1,True,development
2026-01-16T00:00:00+00:00,2026-01-16T01:00:00+00:00,turbine_1,0.1570215,5.3899999,0.1383333,5.9916667,0.0100000,0.0761851,2,True,development
2026-01-16T00:00:00+00:00,2026-01-16T02:00:00+00:00,turbine_1,0.1496941,5.2199998,0.0733333,5.4100000,0.0100000,0.0677464,3,True,development
2026-01-16T00:00:00+00:00,2026-01-16T03:00:00+00:00,turbine_1,0.1447755,5.1300001,0.0500000,4.9933333,0.0100000,0.0634954,4,True,development
2026-01-16T00:00:00+00:00,2026-01-16T04:00:00+00:00,turbine_1,0.1419703,4.5799999,0.0400000,5.0166667,0.0100000,0.0406066,5,True,development
2026-01-16T00:00:00+00:00,2026-01-16T05:00:00+00:00,turbine_1,0.1411495,4.3400002,0.0133333,4.4466667,0.0100000,0.0321849,6,True,development
2026-01-16T00:00:00+00:00,2026-01-16T06:00:00+00:00,turbine_1,0.1397779,4.7900000,0.0316667,4.7666667,0.0100000,0.0487374,7,True,development
2026-01-16T00:00:00+00:00,2026-01-16T07:00:00+00:00,turbine_1,0.1356106,5.0100002,0.0200000,4.7583333,0.0100000,0.0580550,8,True,development
2026-01-16T00:00:00+00:00,2026-01-16T08:00:00+00:00,turbine_1,0.1311979,5.2500000,0.0300000,4.7900000,0.0100000,0.0691964,9,True,development
2026-01-16T00:00:00+00:00,2026-01-16T09:00:00+00:00,turbine_1,0.1288859,5.0999999,0.0716667,5.6750000,0.0100000,0.0621111,10,True,development
2026-01-16T00:00:00+00:00,2026-01-16T10:00:00+00:00,turbine_1,0.1300832,5.0799999,0.0166667,3.9316667,0.0100000,0.0611972,11,True,development
2026-01-16T00:00:00+00:00,2026-01-16T11:00:00+00:00,turbine_1,0.1330376,5.3299999,0.0483333,4.6883333,0.0100000,0.0731449,12,True,development
2026-01-16T00:00:00+00:00,2026-01-16T12:00:00+00:00,turbine_1,0.1328626,4.9200001,0.0400000,4.6466667,0.0100000,0.0541420,13,True,development
2026-01-16T00:00:00+00:00,2026-01-16T13:00:00+00:00,turbine_1,0.1304731,4.9200001,0.0900000,5.5716667,0.0100000,0.0541420,14,True,development
2026-01-16T00:00:00+00:00,2026-01-16T14:00:00+00:00,turbine_1,0.1257543,4.0500002,0.2300000,6.8666667,0.0100000,0.0231806,15,True,development
2026-01-16T00:00:00+00:00,2026-01-16T15:00:00+00:00,turbine_1,0.1257029,3.9400001,0.3833333,7.6683333,0.0100000,0.0200841,16,True,development
2026-01-16T00:00:00+00:00,2026-01-16T16:00:00+00:00,turbine_1,0.1308803,3.6199999,0.3750000,7.6366667,0.0100000,0.0120152,17,True,development
2026-01-16T00:00:00+00:00,2026-01-16T17:00:00+00:00,turbine_1,0.1411833,3.2600000,0.4466667,7.8933333,0.0100000,0.0044950,18,True,development
2026-01-16T00:00:00+00:00,2026-01-16T18:00:00+00:00,turbine_1,0.1523049,3.3699999,0.6050000,8.5466667,0.0100000,0.0066271,19,True,development
2026-01-16T00:00:00+00:00,2026-01-16T19:00:00+00:00,turbine_1,0.1566879,3.2600000,0.7666667,9.7083333,0.0100000,0.0044950,20,True,development
2026-01-16T00:00:00+00:00,2026-01-16T20:00:00+00:00,turbine_1,0.1514739,2.8099999,0.9716667,10.9566667,0.0100000,0.0000000,21,True,development
2026-01-16T00:00:00+00:00,2026-01-16T21:00:00+00:00,turbine_1,0.1421134,2.2200000,0.9283333,10.6500000,0.0100000,0.0000000,22,True,development
2026-01-16T00:00:00+00:00,2026-01-16T22:00:00+00:00,turbine_1,0.1368325,2.2200000,0.8766667,10.2766667,0.0100000,0.0000000,23,True,development
2026-01-16T00:00:00+00:00,2026-01-16T23:00:00+00:00,turbine_1,0.1359952,2.1500001,0.8500000,10.2133333,0.0100000,0.0000000,24,True,development
2026-01-16T00:00:00+00:00,2026-01-16T00:00:00+00:00,turbine_2,0.1295359,5.5200000,0.0983333,4.7300000,0.0066667,0.0830080,1,True,development
2026-01-16T00:00:00+00:00,2026-01-16T01:00:00+00:00,turbine_2,0.1283877,5.3899999,0.1400000,6.1900000,0.0066667,0.0761851,2,True,development
2026-01-16T00:00:00+00:00,2026-01-16T02:00:00+00:00,turbine_2,0.1296028,5.2199998,0.0833333,5.6100000,0.0066667,0.0677464,3,True,development
2026-01-16T00:00:00+00:00,2026-01-16T03:00:00+00:00,turbine_2,0.1293362,5.1300001,0.0483333,5.0500000,0.0066667,0.0634954,4,True,development
2026-01-16T00:00:00+00:00,2026-01-16T04:00:00+00:00,turbine_2,0.1242206,4.5799999,0.0366667,5.0833333,0.0066667,0.0406066,5,True,development
2026-01-16T00:00:00+00:00,2026-01-16T05:00:00+00:00,turbine_2,0.1176291,4.3400002,0.0133333,4.5183333,0.0066667,0.0321849,6,True,development
2026-01-16T00:00:00+00:00,2026-01-16T06:00:00+00:00,turbine_2,0.1142238,4.7900000,0.0416667,5.1250000,0.0066667,0.0487374,7,True,development
2026-01-16T00:00:00+00:00,2026-01-16T07:00:00+00:00,turbine_2,0.1136023,5.0100002,0.0266667,5.0100000,0.0066667,0.0580550,8,True,development
2026-01-16T00:00:00+00:00,2026-01-16T08:00:00+00:00,turbine_2,0.1165479,5.2500000,0.0183333,4.9633333,0.0066667,0.0691964,9,True,development
2026-01-16T00:00:00+00:00,2026-01-16T09:00:00+00:00,turbine_2,0.1205114,5.0999999,0.0266667,5.3283333,0.0066667,0.0621111,10,True,development
2026-01-16T00:00:00+00:00,2026-01-16T10:00:00+00:00,turbine_2,0.1237110,5.0799999,0.0266667,4.5066667,0.0066667,0.0611972,11,True,development
2026-01-16T00:00:00+00:00,2026-01-16T11:00:00+00:00,turbine_2,0.1268022,5.3299999,0.0250000,4.3333333,0.0066667,0.0731449,12,True,development
2026-01-16T00:00:00+00:00,2026-01-16T12:00:00+00:00,turbine_2,0.1278329,4.9200001,0.0366667,4.4383333,0.0066667,0.0541420,13,True,development
2026-01-16T00:00:00+00:00,2026-01-16T13:00:00+00:00,turbine_2,0.1308472,4.9200001,0.1050000,5.8183333,0.0066667,0.0541420,14,True,development
2026-01-16T00:00:00+00:00,2026-01-16T14:00:00+00:00,turbine_2,0.1320629,4.0500002,0.2150000,6.7783333,0.0066667,0.0231806,15,True,development
2026-01-16T00:00:00+00:00,2026-01-16T15:00:00+00:00,turbine_2,0.1337236,3.9400001,0.4283333,8.0050000,0.0066667,0.0200841,16,True,development
2026-01-16T00:00:00+00:00,2026-01-16T16:00:00+00:00,turbine_2,0.1326838,3.6199999,0.4550000,8.1900000,0.0066667,0.0120152,17,True,development
2026-01-16T00:00:00+00:00,2026-01-16T17:00:00+00:00,turbine_2,0.1311911,3.2600000,0.4500000,8.1066667,0.0066667,0.0044950,18,True,development
2026-01-16T00:00:00+00:00,2026-01-16T18:00:00+00:00,turbine_2,0.1329036,3.3699999,0.6716667,9.2000000,0.0066667,0.0066271,19,True,development
2026-01-16T00:00:00+00:00,2026-01-16T19:00:00+00:00,turbine_2,0.1399854,3.2600000,0.7916667,9.9000000,0.0066667,0.0044950,20,True,development
2026-01-16T00:00:00+00:00,2026-01-16T20:00:00+00:00,turbine_2,0.1495792,2.8099999,0.9100000,10.8716667,0.0066667,0.0000000,21,True,development
2026-01-16T00:00:00+00:00,2026-01-16T21:00:00+00:00,turbine_2,0.1561154,2.2200000,0.8883333,10.5233333,0.0066667,0.0000000,22,True,development
2026-01-16T00:00:00+00:00,2026-01-16T22:00:00+00:00,turbine_2,0.1561319,2.2200000,0.9233333,10.9550000,0.0066667,0.0000000,23,True,development
2026-01-16T00:00:00+00:00,2026-01-16T23:00:00+00:00,turbine_2,0.1473327,2.1500001,0.7833333,9.6950000,0.0066667,0.0000000,24,True,development
2026-01-17T00:00:00+00:00,2026-01-17T00:00:00+00:00,turbine_1,0.2081402,3.0999999,0.9683333,11.2900000,0.8500000,0.0016408,1,True,development
2026-01-17T00:00:00+00:00,2026-01-17T01:00:00+00:00,turbine_1,0.2020727,3.0100000,0.9600000,11.3883333,0.8500000,0.0001593,2,True,development
2026-01-17T00:00:00+00:00,2026-01-17T02:00:00+00:00,turbine_1,0.1936273,2.8399999,0.8950000,10.4483333,0.8500000,0.0000000,3,True,development
2026-01-17T00:00:00+00:00,2026-01-17T03:00:00+00:00,turbine_1,0.1866637,2.3299999,0.8250000,9.9716667,0.8500000,0.0000000,4,True,development
2026-01-17T00:00:00+00:00,2026-01-17T04:00:00+00:00,turbine_1,0.1844563,2.3000000,0.8166667,9.9400000,0.8500000,0.0000000,5,True,development
2026-01-17T00:00:00+00:00,2026-01-17T05:00:00+00:00,turbine_1,0.1848888,2.4700000,0.9033333,10.7433333,0.8500000,0.0000000,6,True,development
2026-01-17T00:00:00+00:00,2026-01-17T06:00:00+00:00,turbine_1,0.1826392,2.2100000,0.7000000,9.3600000,0.8500000,0.0000000,7,True,development
2026-01-17T00:00:00+00:00,2026-01-17T07:00:00+00:00,turbine_1,0.1779408,2.1400001,0.6200000,8.6916667,0.8500000,0.0000000,8,True,development
2026-01-17T00:00:00+00:00,2026-01-17T08:00:00+00:00,turbine_1,0.1724310,2.0100000,0.4083333,7.5983333,0.8500000,0.0000000,9,True,development
2026-01-17T00:00:00+00:00,2026-01-17T09:00:00+00:00,turbine_1,0.1694643,2.0000000,0.4183333,7.7716667,0.8500000,0.0000000,10,True,development
2026-01-17T00:00:00+00:00,2026-01-17T10:00:00+00:00,turbine_1,0.1699531,1.9100000,0.2833333,7.0866667,0.8500000,0.0000000,11,True,development
2026-01-17T00:00:00+00:00,2026-01-17T11:00:00+00:00,turbine_1,0.1717491,1.8400000,0.1316667,6.0350000,0.8500000,0.0000000,12,True,development
2026-01-17T00:00:00+00:00,2026-01-17T12:00:00+00:00,turbine_1,0.1717798,1.9400001,0.0516667,5.1766667,0.8500000,0.0000000,13,True,development
2026-01-17T00:00:00+00:00,2026-01-17T13:00:00+00:00,turbine_1,0.1685059,2.0100000,0.0633333,5.2166667,0.8500000,0.0000000,14,True,development
2026-01-17T00:00:00+00:00,2026-01-17T14:00:00+00:00,turbine_1,0.1644215,1.8000000,0.0883333,5.3100000,0.8500000,0.0000000,15,True,development
2026-01-17T00:00:00+00:00,2026-01-17T15:00:00+00:00,turbine_1,0.1652285,1.8400000,0.0533333,5.0566667,0.8500000,0.0000000,16,True,development
2026-01-17T00:00:00+00:00,2026-01-17T16:00:00+00:00,turbine_1,0.1740509,1.9200000,0.0333333,4.6100000,0.8500000,0.0000000,17,True,development
2026-01-17T00:00:00+00:00,2026-01-17T17:00:00+00:00,turbine_1,0.1905062,2.2500000,0.0100000,3.5366667,0.8500000,0.0000000,18,True,development
2026-01-17T00:00:00+00:00,2026-01-17T18:00:00+00:00,turbine_1,0.2065977,1.9000000,0.0100000,3.5400000,0.8500000,0.0000000,19,True,development
2026-01-17T00:00:00+00:00,2026-01-17T19:00:00+00:00,turbine_1,0.2150444,1.6200000,0.0283333,4.7200000,0.8500000,0.0000000,20,True,development
2026-01-17T00:00:00+00:00,2026-01-17T20:00:00+00:00,turbine_1,0.2128759,1.7000000,0.0133333,4.6633333,0.8500000,0.0000000,21,True,development
2026-01-17T00:00:00+00:00,2026-01-17T21:00:00+00:00,turbine_1,0.2047709,1.7500000,0.0100000,5.1600000,0.8500000,0.0000000,22,True,development
2026-01-17T00:00:00+00:00,2026-01-17T22:00:00+00:00,turbine_1,0.1968452,1.5800000,0.0100000,3.7333333,0.8500000,0.0000000,23,True,development
2026-01-17T00:00:00+00:00,2026-01-17T23:00:00+00:00,turbine_1,0.1955282,1.8400000,0.0100000,3.0450000,0.8500000,0.0000000,24,True,development
2026-01-17T00:00:00+00:00,2026-01-17T00:00:00+00:00,turbine_2,0.1797891,3.0999999,0.9200000,10.8916667,0.7833333,0.0016408,1,True,development
2026-01-17T00:00:00+00:00,2026-01-17T01:00:00+00:00,turbine_2,0.1783909,3.0100000,0.9683333,11.9200000,0.7833333,0.0001593,2,True,development
2026-01-17T00:00:00+00:00,2026-01-17T02:00:00+00:00,turbine_2,0.1795208,2.8399999,0.8966667,10.6400000,0.7833333,0.0000000,3,True,development
2026-01-17T00:00:00+00:00,2026-01-17T03:00:00+00:00,turbine_2,0.1775031,2.3299999,0.7950000,9.8950000,0.7833333,0.0000000,4,True,development
2026-01-17T00:00:00+00:00,2026-01-17T04:00:00+00:00,turbine_2,0.1716077,2.3000000,0.7400000,9.5850000,0.7833333,0.0000000,5,True,development
2026-01-17T00:00:00+00:00,2026-01-17T05:00:00+00:00,turbine_2,0.1631455,2.4700000,0.9350000,11.2750000,0.7833333,0.0000000,6,True,development
2026-01-17T00:00:00+00:00,2026-01-17T06:00:00+00:00,turbine_2,0.1562137,2.2100000,0.7983333,9.9933333,0.7833333,0.0000000,7,True,development
2026-01-17T00:00:00+00:00,2026-01-17T07:00:00+00:00,turbine_2,0.1558292,2.1400001,0.5350000,8.3216667,0.7833333,0.0000000,8,True,development
2026-01-17T00:00:00+00:00,2026-01-17T08:00:00+00:00,turbine_2,0.1607198,2.0100000,0.3883333,7.6116667,0.7833333,0.0000000,9,True,development
2026-01-17T00:00:00+00:00,2026-01-17T09:00:00+00:00,turbine_2,0.1676952,2.0000000,0.3633333,7.5283333,0.7833333,0.0000000,10,True,development
2026-01-17T00:00:00+00:00,2026-01-17T10:00:00+00:00,turbine_2,0.1726732,1.9100000,0.2250000,6.8450000,0.7833333,0.0000000,11,True,development
2026-01-17T00:00:00+00:00,2026-01-17T11:00:00+00:00,turbine_2,0.1759797,1.8400000,0.1183333,6.1666667,0.7833333,0.0000000,12,True,development
2026-01-17T00:00:00+00:00,2026-01-17T12:00:00+00:00,turbine_2,0.1793817,1.9400001,0.0183333,4.9850000,0.7833333,0.0000000,13,True,development
2026-01-17T00:00:00+00:00,2026-01-17T13:00:00+00:00,turbine_2,0.1838977,2.0100000,0.0533333,5.1266667,0.7833333,0.0000000,14,True,development
2026-01-17T00:00:00+00:00,2026-01-17T14:00:00+00:00,turbine_2,0.1888264,1.8000000,0.0866667,5.5316667,0.7833333,0.0000000,15,True,development
2026-01-17T00:00:00+00:00,2026-01-17T15:00:00+00:00,turbine_2,0.1939166,1.8400000,0.0533333,5.2600000,0.7833333,0.0000000,16,True,development
2026-01-17T00:00:00+00:00,2026-01-17T16:00:00+00:00,turbine_2,0.1974559,1.9200000,0.0400000,4.8366667,0.7833333,0.0000000,17,True,development
2026-01-17T00:00:00+00:00,2026-01-17T17:00:00+00:00,turbine_2,0.2014501,2.2500000,0.0100000,2.9816667,0.7833333,0.0000000,18,True,development
2026-01-17T00:00:00+00:00,2026-01-17T18:00:00+00:00,turbine_2,0.2074253,1.9000000,0.0133333,3.7383333,0.7833333,0.0000000,19,True,development
2026-01-17T00:00:00+00:00,2026-01-17T19:00:00+00:00,turbine_2,0.2195575,1.6200000,0.0300000,4.9633333,0.7833333,0.0000000,20,True,development
2026-01-17T00:00:00+00:00,2026-01-17T20:00:00+00:00,turbine_2,0.2358528,1.7000000,0.0116667,4.5100000,0.7833333,0.0000000,21,True,development
2026-01-17T00:00:00+00:00,2026-01-17T21:00:00+00:00,turbine_2,0.2462192,1.7500000,0.0100000,4.7733333,0.7833333,0.0000000,22,True,development
2026-01-17T00:00:00+00:00,2026-01-17T22:00:00+00:00,turbine_2,0.2435117,1.5800000,0.0100000,3.7683333,0.7833333,0.0000000,23,True,development
2026-01-17T00:00:00+00:00,2026-01-17T23:00:00+00:00,turbine_2,0.2309134,1.8400000,0.0100000,3.1883333,0.7833333,0.0000000,24,True,development
2026-01-18T00:00:00+00:00,2026-01-18T00:00:00+00:00,turbine_1,0.2893632,1.6600000,0.0100000,0.7883333,0.0100000,0.0000000,1,True,development
2026-01-18T00:00:00+00:00,2026-01-18T01:00:00+00:00,turbine_1,0.2819634,1.4900000,0.0100000,0.8683333,0.0100000,0.0000000,2,True,development
2026-01-18T00:00:00+00:00,2026-01-18T02:00:00+00:00,turbine_1,0.2704560,1.3600000,0.0100000,0.7083333,0.0100000,0.0000000,3,True,development
2026-01-18T00:00:00+00:00,2026-01-18T03:00:00+00:00,turbine_1,0.2618286,1.7300000,0.0100000,1.2200000,0.0100000,0.0000000,4,True,development
2026-01-18T00:00:00+00:00,2026-01-18T04:00:00+00:00,turbine_1,0.2580476,2.0200000,0.0100000,1.4450000,0.0100000,0.0000000,5,True,development
2026-01-18T00:00:00+00:00,2026-01-18T05:00:00+00:00,turbine_1,0.2575165,1.9000000,0.0100000,2.0000000,0.0100000,0.0000000,6,True,development
2026-01-18T00:00:00+00:00,2026-01-18T06:00:00+00:00,turbine_1,0.2547201,1.9000000,0.0133333,4.2516667,0.0100000,0.0000000,7,True,development
2026-01-18T00:00:00+00:00,2026-01-18T07:00:00+00:00,turbine_1,0.2486686,2.4000001,0.0100000,5.7066667,0.0100000,0.0000000,8,True,development
2026-01-18T00:00:00+00:00,2026-01-18T08:00:00+00:00,turbine_1,0.2401801,2.2200000,0.0116667,5.0016667,0.0100000,0.0000000,9,True,development
2026-01-18T00:00:00+00:00,2026-01-18T09:00:00+00:00,turbine_1,0.2345248,2.0899999,0.0966667,5.5433333,0.0100000,0.0000000,10,True,development
2026-01-18T00:00:00+00:00,2026-01-18T10:00:00+00:00,turbine_1,0.2334948,2.0899999,0.0516667,4.9050000,0.0100000,0.0000000,11,True,development
2026-01-18T00:00:00+00:00,2026-01-18T11:00:00+00:00,turbine_1,0.2351179,2.4100001,0.1533333,6.0750000,0.0100000,0.0000000,12,True,development
2026-01-18T00:00:00+00:00,2026-01-18T12:00:00+00:00,turbine_1,0.2330568,2.0200000,0.2333333,6.6333333,0.0100000,0.0000000,13,True,development
2026-01-18T00:00:00+00:00,2026-01-18T13:00:00+00:00,turbine_1,0.2300210,2.6099999,0.3516667,7.3733333,0.0100000,0.0000000,14,True,development
2026-01-18T00:00:00+00:00,2026-01-18T14:00:00+00:00,turbine_1,0.2261675,2.8000000,0.3750000,7.4416667,0.0100000,0.0000000,15,True,development
2026-01-18T00:00:00+00:00,2026-01-18T15:00:00+00:00,turbine_1,0.2294658,3.0100000,0.2316667,6.5816667,0.0100000,0.0001593,16,True,development
2026-01-18T00:00:00+00:00,2026-01-18T16:00:00+00:00,turbine_1,0.2445797,3.2100000,0.1683333,6.2766667,0.0100000,0.0035721,17,True,development
2026-01-18T00:00:00+00:00,2026-01-18T17:00:00+00:00,turbine_1,0.2728533,3.5200000,0.1200000,5.9100000,0.0100000,0.0097673,18,True,development
2026-01-18T00:00:00+00:00,2026-01-18T18:00:00+00:00,turbine_1,0.3017373,3.4500000,0.1916667,6.5300000,0.0100000,0.0082679,19,True,development
2026-01-18T00:00:00+00:00,2026-01-18T19:00:00+00:00,turbine_1,0.3203506,3.5400000,0.2033333,6.4700000,0.0100000,0.0102069,20,True,development
2026-01-18T00:00:00+00:00,2026-01-18T20:00:00+00:00,turbine_1,0.3207178,3.5699999,0.2916667,6.8133333,0.0100000,0.0108755,21,True,development
2026-01-18T00:00:00+00:00,2026-01-18T21:00:00+00:00,turbine_1,0.3098475,3.6700001,0.3066667,6.7500000,0.0100000,0.0131869,22,True,development
