forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms
2026-01-23T00:00:00+00:00,2026-01-23T00:00:00+00:00,turbine_1,0.5033643,3.9700000
2026-01-23T00:00:00+00:00,2026-01-23T00:00:00+00:00,turbine_2,0.4446666,3.9700000
2026-01-23T00:00:00+00:00,2026-01-23T01:00:00+00:00,turbine_1,0.4959616,3.8900001
2026-01-23T00:00:00+00:00,2026-01-23T01:00:00+00:00,turbine_2,0.4456359,3.8900001
2026-01-23T00:00:00+00:00,2026-01-23T02:00:00+00:00,turbine_1,0.4784702,3.7500000
2026-01-23T00:00:00+00:00,2026-01-23T02:00:00+00:00,turbine_2,0.4488621,3.7500000
2026-01-23T00:00:00+00:00,2026-01-23T03:00:00+00:00,turbine_1,0.4533640,3.8299999
2026-01-23T00:00:00+00:00,2026-01-23T03:00:00+00:00,turbine_2,0.4395625,3.8299999
2026-01-23T00:00:00+00:00,2026-01-23T04:00:00+00:00,turbine_1,0.4356093,3.8299999
2026-01-23T00:00:00+00:00,2026-01-23T04:00:00+00:00,turbine_2,0.4180968,3.8299999
2026-01-23T00:00:00+00:00,2026-01-23T05:00:00+00:00,turbine_1,0.4076460,4.4099998
2026-01-23T00:00:00+00:00,2026-01-23T05:00:00+00:00,turbine_2,0.3772548,4.4099998
2026-01-23T00:00:00+00:00,2026-01-23T06:00:00+00:00,turbine_1,0.4066941,4.1900001
2026-01-23T00:00:00+00:00,2026-01-23T06:00:00+00:00,turbine_2,0.3710059,4.1900001
2026-01-23T00:00:00+00:00,2026-01-23T07:00:00+00:00,turbine_1,0.4029916,4.0799999
2026-01-23T00:00:00+00:00,2026-01-23T07:00:00+00:00,turbine_2,0.3756470,4.0799999
2026-01-23T00:00:00+00:00,2026-01-23T08:00:00+00:00,turbine_1,0.3982682,4.0000000
2026-01-23T00:00:00+00:00,2026-01-23T08:00:00+00:00,turbine_2,0.3888269,4.0000000
2026-01-23T00:00:00+00:00,2026-01-23T09:00:00+00:00,turbine_1,0.3962281,3.9100001
2026-01-23T00:00:00+00:00,2026-01-23T09:00:00+00:00,turbine_2,0.4012004,3.9100001
2026-01-23T00:00:00+00:00,2026-01-23T10:00:00+00:00,turbine_1,0.3910592,4.1100001
2026-01-23T00:00:00+00:00,2026-01-23T10:00:00+00:00,turbine_2,0.3969297,4.1100001
2026-01-23T00:00:00+00:00,2026-01-23T11:00:00+00:00,turbine_1,0.3947098,3.9800000
2026-01-23T00:00:00+00:00,2026-01-23T11:00:00+00:00,turbine_2,0.3963802,3.9800000
2026-01-23T00:00:00+00:00,2026-01-23T12:00:00+00:00,turbine_1,0.3924735,3.8800001
2026-01-23T00:00:00+00:00,2026-01-23T12:00:00+00:00,turbine_2,0.3978041,3.8800001
2026-01-23T00:00:00+00:00,2026-01-23T13:00:00+00:00,turbine_1,0.3888484,3.5200000
2026-01-23T00:00:00+00:00,2026-01-23T13:00:00+00:00,turbine_2,0.4081516,3.5200000
2026-01-23T00:00:00+00:00,2026-01-23T14:00:00+00:00,turbine_1,0.3807197,3.3800001
2026-01-23T00:00:00+00:00,2026-01-23T14:00:00+00:00,turbine_2,0.4197356,3.3800001
2026-01-23T00:00:00+00:00,2026-01-23T15:00:00+00:00,turbine_1,0.3914245,3.0500000
2026-01-23T00:00:00+00:00,2026-01-23T15:00:00+00:00,turbine_2,0.4422246,3.0500000
2026-01-23T00:00:00+00:00,2026-01-23T16:00:00+00:00,turbine_1,0.4274003,2.6400001
2026-01-23T00:00:00+00:00,2026-01-23T16:00:00+00:00,turbine_2,0.4685615,2.6400001
2026-01-23T00:00:00+00:00,2026-01-23T17:00:00+00:00,turbine_1,0.4713233,2.7800000
2026-01-23T00:00:00+00:00,2026-01-23T17:00:00+00:00,turbine_2,0.4791702,2.7800000
2026-01-23T00:00:00+00:00,2026-01-23T18:00:00+00:00,turbine_1,0.5337481,2.0000000
2026-01-23T00:00:00+00:00,2026-01-23T18:00:00+00:00,turbine_2,0.5286264,2.0000000
2026-01-23T00:00:00+00:00,2026-01-23T19:00:00+00:00,turbine_1,0.5635730,1.7000000
2026-01-23T00:00:00+00:00,2026-01-23T19:00:00+00:00,turbine_2,0.5701646,1.7000000
2026-01-23T00:00:00+00:00,2026-01-23T20:00:00+00:00,turbine_1,0.5630047,1.5200000
2026-01-23T00:00:00+00:00,2026-01-23T20:00:00+00:00,turbine_2,0.6028682,1.5200000
2026-01-23T00:00:00+00:00,2026-01-23T21:00:00+00:00,turbine_1,0.5438966,1.3300000
2026-01-23T00:00:00+00:00,2026-01-23T21:00:00+00:00,turbine_2,0.6218865,1.3300000
2026-01-23T00:00:00+00:00,2026-01-23T22:00:00+00:00,turbine_1,0.5212629,1.5100000
2026-01-23T00:00:00+00:00,2026-01-23T22:00:00+00:00,turbine_2,0.6144934,1.5100000
2026-01-23T00:00:00+00:00,2026-01-23T23:00:00+00:00,turbine_1,0.5125714,1.5100000
2026-01-23T00:00:00+00:00,2026-01-23T23:00:00+00:00,turbine_2,0.5885281,1.5100000
