split,turbine_id,lead_hour,n,expected,excluded,missing_observed,missing_persistence,origins,first_origin,last_origin,model_mae,model_rmse,persistence_mae,persistence_rmse,power_curve_mae,power_curve_rmse,forecast_wind_mean_ms,observed_wind_mean_ms
development,turbine_1,1,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.27167215185185184,0.36215540205266444,0.06037037037037037,0.08107685730295335,0.34131037199596637,0.5014167570582684,3.3166666555555557,6.101111111111112
development,turbine_1,2,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.29731263333333335,0.37766454077191874,0.10351851851851851,0.1615807331748849,0.38445228040665813,0.5367713066460311,3.1966666999999998,6.7518518518518515
development,turbine_1,3,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2990154888888889,0.36048828943564454,0.07833333333333334,0.12930369076110879,0.359207763040599,0.5069942464271634,3.291111077777778,6.47537037037037
development,turbine_1,4,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.28945557777777775,0.34279715120574095,0.1122222222222222,0.18577830940912768,0.35725839551772026,0.4879754314841557,3.2577777444444447,6.3059259259259255
development,turbine_1,5,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.27424893333333333,0.3402398916753789,0.15351851851851853,0.27542055384716924,0.29992488547708995,0.4307534984055441,3.2111110999999997,6.135555555555556
development,turbine_1,6,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.28847638148148147,0.3847056363329726,0.20296296296296296,0.33068484866380327,0.3506315121955176,0.49623197098023314,3.4366666777777777,6.912222222222223
development,turbine_1,7,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.28660911481481477,0.34287581072352485,0.20111111111111113,0.3110783712931835,0.2763951995296793,0.4156307407822775,3.588888911111111,6.493148148148148
development,turbine_1,8,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2910685185185185,0.3559939761957289,0.24740740740740735,0.37825949679232146,0.24635585596309362,0.40465867520709087,3.672222277777778,6.638518518518519
development,turbine_1,9,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.29434679259259255,0.3536786499647918,0.28925925925925916,0.40978088092341536,0.3537828571966921,0.4939526769613797,3.6444444111111114,6.999629629629629
development,turbine_1,10,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.32655084074074076,0.39788647819024636,0.3214814814814815,0.4585410303813715,0.4057182911934947,0.5630685050741723,3.444444422222222,7.312777777777778
development,turbine_1,11,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3317299814814814,0.4014064422203013,0.3181481481481481,0.4692119739981172,0.39591614045517537,0.5612304553081588,3.2644444333333333,7.021666666666666
development,turbine_1,12,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2608591148148148,0.36701499366538864,0.3985185185185185,0.5259676561430768,0.34034895738008947,0.5059008548332093,3.351111077777778,7.341481481481482
development,turbine_1,13,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2666056592592592,0.354008100363125,0.4359259259259259,0.5520097959409913,0.30455814430123657,0.4626415539878082,3.2122222222222216,6.9659259259259265
development,turbine_1,14,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.28014441851851846,0.37266491749160635,0.46388888888888885,0.5909296400640036,0.3322774263298791,0.49622512454599643,3.2577777666666665,7.5055555555555555
development,turbine_1,15,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2508929148148148,0.3631327882943657,0.45814814814814814,0.5822503173882908,0.3810889118201181,0.5091695962341971,3.1533333999999997,7.948703703703703
development,turbine_1,16,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.24437427407407408,0.3571269633294189,0.4377777777777777,0.5631585308456204,0.38064987925604216,0.5062380430675606,3.0966667,7.722962962962963
development,turbine_1,17,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2755869148148148,0.3686365926918554,0.4090740740740741,0.5352820301970278,0.4323302068964759,0.5597666263417994,3.03,7.817407407407406
development,turbine_1,18,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2590133148148148,0.3567651201540361,0.42,0.5517911351137524,0.4099117775762734,0.5437604298496883,3.063333344444444,7.6540740740740745
development,turbine_1,19,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2220520444444444,0.2782813624525076,0.4138888888888889,0.5301330487554196,0.36887089287282054,0.46665488913217534,2.8733333111111112,7.010185185185185
development,turbine_1,20,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2856735888888889,0.33262031691392197,0.4655555555555556,0.581433944742449,0.35040235652394797,0.48539282766782077,2.7755555555555556,6.6648148148148145
development,turbine_1,21,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.29629747407407414,0.3891707023078564,0.5027777777777778,0.6376473443859616,0.3947680351920302,0.5423001199774591,2.7288888444444446,6.779444444444444
development,turbine_1,22,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3173369222222222,0.39617586192883947,0.5077777777777777,0.6413739110902161,0.3478690185693546,0.5166838762178313,2.7211111111111115,6.564629629629629
development,turbine_1,23,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3289546666666667,0.404178921429922,0.5268518518518518,0.6491235781829885,0.37336958993483893,0.5484981367542665,2.681111111111111,6.989629629629629
development,turbine_1,24,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3277911666666667,0.4053427585573968,0.5575925925925926,0.6556104026020331,0.3963098036449148,0.5576314918900366,2.743333333333333,6.531296296296296
development,turbine_2,1,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2823545851851852,0.3661468813444033,0.06907407407407404,0.09254461720078323,0.3374214831070775,0.49191054083481855,3.3166666555555557,6.095
development,turbine_2,2,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3101446703703703,0.39097235413612474,0.10555555555555557,0.1440121736966688,0.37389672485110265,0.523984326022553,3.1966666999999998,6.802407407407407
development,turbine_2,3,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3118857444444444,0.3829123981192863,0.09166666666666665,0.1394710023403688,0.3606892445220804,0.5064959944062194,3.291111077777778,6.599444444444445
development,turbine_2,4,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2980812148148148,0.3594812220321231,0.10574074074074075,0.18157999971444075,0.34596209922142396,0.4740802569587408,3.2577777444444447,6.305555555555555
development,turbine_2,5,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.29326696296296295,0.3656935104838807,0.17148148148148146,0.2904827824735577,0.2838137743659789,0.4170819552777784,3.2111110999999997,6.105925925925926
development,turbine_2,6,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.31855593333333326,0.4293981747472831,0.2033333333333333,0.33541019662496846,0.3402611418251472,0.49585653474015445,3.4366666777777777,7.016111111111112
development,turbine_2,7,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.30425168148148146,0.3875166736779942,0.18055555555555555,0.30780034012768087,0.28509890323338305,0.4351364036003158,3.588888911111111,6.626851851851851
development,turbine_2,8,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.26927245185185184,0.36780538756311376,0.2427777777777778,0.37638427631450033,0.22839289300013066,0.3870962144328508,3.672222277777778,6.719444444444445
development,turbine_2,9,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2846389111111111,0.3652163811729496,0.21611111111111111,0.33601100437594067,0.27952359793743287,0.4280784894455454,3.6444444111111114,6.803703703703704
development,turbine_2,10,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3103481888888889,0.3896157253036785,0.20574074074074072,0.329422896053757,0.2953960631459985,0.4580697113370473,3.444444422222222,6.91925925925926
development,turbine_2,11,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.24485331111111108,0.3514786871017036,0.2424074074074074,0.36345181554398953,0.31499021452924947,0.46720120600252146,3.2644444333333333,6.914074074074074
development,turbine_2,12,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2524202444444445,0.365674202080473,0.39222222222222214,0.5205060453153993,0.33793483026532045,0.5009983520111466,3.351111077777778,7.440925925925926
development,turbine_2,13,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.23554392222222217,0.3327343113078663,0.4011111111111111,0.5096755201130119,0.27492851467160695,0.4178511755869188,3.2122222222222216,7.007962962962962
development,turbine_2,14,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2728313259259259,0.37078015082940224,0.4551851851851852,0.5841068944958028,0.32801816707061987,0.4932306701105636,3.2577777666666665,7.729444444444446
development,turbine_2,15,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2525091222222222,0.3607504227959773,0.45444444444444443,0.5778461498007114,0.3836815044127107,0.5117432782113825,3.1533333999999997,8.177407407407408
development,turbine_2,16,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2468583444444444,0.3558199669735631,0.43666666666666665,0.5616251770586614,0.39398321258937546,0.5172645228274994,3.0966667,7.99425925925926
development,turbine_2,17,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.26037233703703705,0.3622925518833543,0.4166666666666667,0.5334669971395016,0.4323759142581586,0.561897554907341,3.03,7.965185185185185
development,turbine_2,18,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.27124446296296295,0.36161219600757843,0.4287037037037037,0.546278938832851,0.42713399979849564,0.5549272289415,3.063333344444444,7.685370370370371
development,turbine_2,19,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.2299458888888889,0.28334254734557823,0.41333333333333333,0.5250232211207894,0.3779449669468946,0.47939039939233413,2.8733333111111112,7.058148148148148
development,turbine_2,20,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.28076874074074065,0.3373895444085558,0.46129629629629626,0.5849577910276523,0.3550319861535776,0.5047086329368321,2.7755555555555556,6.865
development,turbine_2,21,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.28327005555555557,0.3709522520952433,0.4775925925925926,0.6177040823350072,0.3732865537105487,0.5286696813566051,2.7288888444444446,6.707222222222223
development,turbine_2,22,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.3015907518518518,0.3769964850661813,0.49796296296296294,0.6237775699639443,0.3406467963471324,0.5063730058464532,2.7211111111111115,6.332037037037037
development,turbine_2,23,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.32410022222222223,0.403373419358359,0.5257407407407407,0.6510189070095819,0.37448070104595,0.5596639018873645,2.681111111111111,7.147592592592592
development,turbine_2,24,9,9,0,0,0,9,2026-01-16T00:00:00+00:00,2026-01-24T00:00:00+00:00,0.31426809629629626,0.38296967353785355,0.5435185185185185,0.6390171368864593,0.3859394332745444,0.5466737794459994,2.743333333333333,6.63
holdout,turbine_1,1,5,5,0,0,0,5,2026-01-25T00:00:00+00:00,2026-01-29T00:00:00+00:00,0.2658076333333333,0.3093265866954568,0.12799999999999995,0.1903359602854326,0.4328136313392239,0.5497601149091574,2.8980000400000003,6.8743333333333325
holdout,turbine_1,2,5,5,0,0,0,5,2026-01-25T00:00:00+00:00,2026-01-29T00:00:00+00:00,0.22594456666666668,0.27382789201710017,0.21599999999999997,0.26120022120119946,0.3242031068726337,0.4125286055278648,2.96200002,6.046333333333334
holdout,turbine_1,3,5,5,0,0,0,5,2026-01-25T00:00:00+00:00,2026-01-29T00:00:00+00:00,0.2139345,0.26774477722587603,0.288,0.38322462226625154,0.25393725571380593,0.2950890018895913,2.952,5.514666666666667
