forecast_origin,valid_time,turbine_id,power_normalized,wind_speed_ms
2026-01-16T00:00:00+00:00,2026-01-16T00:00:00+00:00,turbine_1,0.1687415,5.5200000
2026-01-16T00:00:00+00:00,2026-01-16T00:00:00+00:00,turbine_2,0.1300635,5.5200000
2026-01-16T00:00:00+00:00,2026-01-16T01:00:00+00:00,turbine_1,0.1625475,5.3899999
2026-01-16T00:00:00+00:00,2026-01-16T01:00:00+00:00,turbine_2,0.1287536,5.3899999
2026-01-16T00:00:00+00:00,2026-01-16T02:00:00+00:00,turbine_1,0.1548911,5.2199998
2026-01-16T00:00:00+00:00,2026-01-16T02:00:00+00:00,turbine_2,0.1298176,5.2199998
2026-01-16T00:00:00+00:00,2026-01-16T03:00:00+00:00,turbine_1,0.1496657,5.1300001
2026-01-16T00:00:00+00:00,2026-01-16T03:00:00+00:00,turbine_2,0.1294476,5.1300001
2026-01-16T00:00:00+00:00,2026-01-16T04:00:00+00:00,turbine_1,0.1466066,4.5799999
2026-01-16T00:00:00+00:00,2026-01-16T04:00:00+00:00,turbine_2,0.1242847,4.5799999
2026-01-16T00:00:00+00:00,2026-01-16T05:00:00+00:00,turbine_1,0.1456205,4.3400002
2026-01-16T00:00:00+00:00,2026-01-16T05:00:00+00:00,turbine_2,0.1177066,4.3400002
2026-01-16T00:00:00+00:00,2026-01-16T06:00:00+00:00,turbine_1,0.1440786,4.7900000
2026-01-16T00:00:00+00:00,2026-01-16T06:00:00+00:00,turbine_2,0.1143499,4.7900000
2026-01-16T00:00:00+00:00,2026-01-16T07:00:00+00:00,turbine_1,0.1395781,5.0100002
2026-01-16T00:00:00+00:00,2026-01-16T07:00:00+00:00,turbine_2,0.1138120,5.0100002
2026-01-16T00:00:00+00:00,2026-01-16T08:00:00+00:00,turbine_1,0.1347981,5.2500000
2026-01-16T00:00:00+00:00,2026-01-16T08:00:00+00:00,turbine_2,0.1168096,5.2500000
2026-01-16T00:00:00+00:00,2026-01-16T09:00:00+00:00,turbine_1,0.1321877,5.0999999
2026-01-16T00:00:00+00:00,2026-01-16T09:00:00+00:00,turbine_2,0.1206974,5.0999999
2026-01-16T00:00:00+00:00,2026-01-16T10:00:00+00:00,turbine_1,0.1332795,5.0799999
2026-01-16T00:00:00+00:00,2026-01-16T10:00:00+00:00,turbine_2,0.1236945,5.0799999
2026-01-16T00:00:00+00:00,2026-01-16T11:00:00+00:00,turbine_1,0.1362564,5.3299999
2026-01-16T00:00:00+00:00,2026-01-16T11:00:00+00:00,turbine_2,0.1265369,5.3299999
2026-01-16T00:00:00+00:00,2026-01-16T12:00:00+00:00,turbine_1,0.1360034,4.9200001
2026-01-16T00:00:00+00:00,2026-01-16T12:00:00+00:00,turbine_2,0.1274136,4.9200001
2026-01-16T00:00:00+00:00,2026-01-16T13:00:00+00:00,turbine_1,0.1334596,4.9200001
2026-01-16T00:00:00+00:00,2026-01-16T13:00:00+00:00,turbine_2,0.1304757,4.9200001
2026-01-16T00:00:00+00:00,2026-01-16T14:00:00+00:00,turbine_1,0.1284983,4.0500002
2026-01-16T00:00:00+00:00,2026-01-16T14:00:00+00:00,turbine_2,0.1318965,4.0500002
2026-01-16T00:00:00+00:00,2026-01-16T15:00:00+00:00,turbine_1,0.1284354,3.9400001
2026-01-16T00:00:00+00:00,2026-01-16T15:00:00+00:00,turbine_2,0.1338287,3.9400001
2026-01-16T00:00:00+00:00,2026-01-16T16:00:00+00:00,turbine_1,0.1338320,3.6199999
2026-01-16T00:00:00+00:00,2026-01-16T16:00:00+00:00,turbine_2,0.1329397,3.6199999
2026-01-16T00:00:00+00:00,2026-01-16T17:00:00+00:00,turbine_1,0.1445267,3.2600000
2026-01-16T00:00:00+00:00,2026-01-16T17:00:00+00:00,turbine_2,0.1314133,3.2600000
2026-01-16T00:00:00+00:00,2026-01-16T18:00:00+00:00,turbine_1,0.1561654,3.3699999
2026-01-16T00:00:00+00:00,2026-01-16T18:00:00+00:00,turbine_2,0.1330436,3.3699999
2026-01-16T00:00:00+00:00,2026-01-16T19:00:00+00:00,turbine_1,0.1608996,3.2600000
2026-01-16T00:00:00+00:00,2026-01-16T19:00:00+00:00,turbine_2,0.1400762,3.2600000
2026-01-16T00:00:00+00:00,2026-01-16T20:00:00+00:00,turbine_1,0.1556956,2.8099999
2026-01-16T00:00:00+00:00,2026-01-16T20:00:00+00:00,turbine_2,0.1497370,2.8099999
2026-01-16T00:00:00+00:00,2026-01-16T21:00:00+00:00,turbine_1,0.1461349,2.2200000
2026-01-16T00:00:00+00:00,2026-01-16T21:00:00+00:00,turbine_2,0.1564429,2.2200000
2026-01-16T00:00:00+00:00,2026-01-16T22:00:00+00:00,turbine_1,0.1408358,2.2200000
2026-01-16T00:00:00+00:00,2026-01-16T22:00:00+00:00,turbine_2,0.1567057,2.2200000
2026-01-16T00:00:00+00:00,2026-01-16T23:00:00+00:00,turbine_1,0.1401528,2.1500001
2026-01-16T00:00:00+00:00,2026-01-16T23:00:00+00:00,turbine_2,0.1480366,2.1500001
